transaction_id,customer_id,amount,fraud_risk_score,risk_bucket,triggered_rules,reasons,run_ts
TXN003996,CUST0134,213.2,40,Medium,amount_anomaly;odd_hour,"amount 213.2 is 4.5 std devs above CUST0134's rolling average of 48.85 (n=12 prior txns) | transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003348,CUST0048,259.36,30,Medium,amount_anomaly,amount 259.36 is 5.8 std devs above CUST0048's rolling average of 60.73 (n=5 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003072,CUST0201,370.37,30,Medium,amount_anomaly,amount 370.37 is 11.5 std devs above CUST0201's rolling average of 40.52 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003913,CUST0066,160.52,30,Medium,amount_anomaly,amount 160.52 is 3.8 std devs above CUST0066's rolling average of 40.98 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002557,CUST0132,386.76,30,Medium,amount_anomaly,amount 386.76 is 3.8 std devs above CUST0132's rolling average of 69.12 (n=9 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002339,CUST0134,126.77,30,Medium,amount_anomaly,amount 126.77 is 4 std devs above CUST0134's rolling average of 38.92 (n=7 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001799,CUST0066,356.5,30,Medium,amount_anomaly,amount 356.5 is 3.5 std devs above CUST0066's rolling average of 82.38 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001419,CUST0134,282.13,30,Medium,amount_anomaly,amount 282.13 is 3.8 std devs above CUST0134's rolling average of 61.5 (n=13 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000304,CUST0134,78.91,30,Medium,amount_anomaly,amount 78.91 is 3.3 std devs above CUST0134's rolling average of 32.26 (n=6 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002282,CUST0136,220.06,30,Medium,amount_anomaly,amount 220.06 is 3.3 std devs above CUST0136's rolling average of 73.73 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000551,CUST0138,328.47,30,Medium,amount_anomaly,amount 328.47 is 5 std devs above CUST0138's rolling average of 56.67 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002783,CUST0064,177.7,30,Medium,amount_anomaly,amount 177.7 is 9.3 std devs above CUST0064's rolling average of 31.33 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000342,CUST0386,331.74,30,Medium,amount_anomaly,amount 331.74 is 5.8 std devs above CUST0386's rolling average of 54.4 (n=10 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004356,CUST0125,357.96,30,Medium,amount_anomaly,amount 357.96 is 5.3 std devs above CUST0125's rolling average of 63.52 (n=5 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003386,CUST0063,255.94,30,Medium,amount_anomaly,amount 255.94 is 3.1 std devs above CUST0063's rolling average of 61.33 (n=10 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000178,CUST0384,341.97,30,Medium,amount_anomaly,amount 341.97 is 5.5 std devs above CUST0384's rolling average of 55.8 (n=12 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003067,CUST0384,142.5,30,Medium,amount_anomaly,amount 142.5 is 3.8 std devs above CUST0384's rolling average of 41.02 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003453,CUST0142,242.98,30,Medium,amount_anomaly,amount 242.98 is 11.7 std devs above CUST0142's rolling average of 38.99 (n=6 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000019,CUST0122,280.95,30,Medium,amount_anomaly,amount 280.95 is 4.8 std devs above CUST0122's rolling average of 62.97 (n=9 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004099,CUST0383,264.92,30,Medium,amount_anomaly,amount 264.92 is 6.3 std devs above CUST0383's rolling average of 44.15 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003322,CUST0144,280.82,30,Medium,amount_anomaly,amount 280.82 is 4.7 std devs above CUST0144's rolling average of 46.01 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003995,CUST0145,289.36,30,Medium,amount_anomaly,amount 289.36 is 3.1 std devs above CUST0145's rolling average of 86.36 (n=7 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000112,CUST0062,388.19,30,Medium,amount_anomaly,amount 388.19 is 8.1 std devs above CUST0062's rolling average of 48.93 (n=5 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003389,CUST0381,343.84,30,Medium,amount_anomaly,amount 343.84 is 3.5 std devs above CUST0381's rolling average of 74.3 (n=11 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003719,CUST0381,273.42,30,Medium,amount_anomaly,amount 273.42 is 4.9 std devs above CUST0381's rolling average of 60.78 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004507,CUST0149,178.37,30,Medium,amount_anomaly,amount 178.37 is 4.9 std devs above CUST0149's rolling average of 32.68 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001203,CUST0069,235.03,30,Medium,amount_anomaly,amount 235.03 is 3.2 std devs above CUST0069's rolling average of 57.04 (n=15 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001214,CUST0005,359.11,30,Medium,amount_anomaly,amount 359.11 is 5.3 std devs above CUST0005's rolling average of 78.69 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004674,CUST0155,187.07,30,Medium,amount_anomaly,amount 187.07 is 4.3 std devs above CUST0155's rolling average of 44.71 (n=7 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004462,CUST0379,310.65,30,Medium,amount_anomaly,amount 310.65 is 3.1 std devs above CUST0379's rolling average of 107.76 (n=9 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003869,CUST0155,401.89,30,Medium,amount_anomaly,amount 401.89 is 5.8 std devs above CUST0155's rolling average of 62.51 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004743,CUST0156,222.54,30,Medium,amount_anomaly,amount 222.54 is 4.8 std devs above CUST0156's rolling average of 51.88 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000392,CUST0158,365.46,30,Medium,amount_anomaly,amount 365.46 is 5 std devs above CUST0158's rolling average of 59.08 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000690,CUST0069,235.88,30,Medium,amount_anomaly,amount 235.88 is 9.4 std devs above CUST0069's rolling average of 50.77 (n=5 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003924,CUST0006,110.13,30,Medium,amount_anomaly,amount 110.13 is 4.4 std devs above CUST0006's rolling average of 30.83 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001526,CUST0006,196.16,30,Medium,amount_anomaly,amount 196.16 is 3.9 std devs above CUST0006's rolling average of 46.69 (n=5 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000867,CUST0006,354.66,30,Medium,amount_anomaly,amount 354.66 is 4.1 std devs above CUST0006's rolling average of 78.81 (n=7 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002094,CUST0059,265.26,30,Medium,amount_anomaly,amount 265.26 is 7.1 std devs above CUST0059's rolling average of 37.64 (n=6 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003905,CUST0376,260.18,30,Medium,amount_anomaly,amount 260.18 is 4.8 std devs above CUST0376's rolling average of 87.43 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004589,CUST0159,109.27,30,Medium,amount_anomaly,amount 109.27 is 20.7 std devs above CUST0159's rolling average of 17.74 (n=5 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000547,CUST0159,292.04,30,Medium,amount_anomaly,amount 292.04 is 7.4 std devs above CUST0159's rolling average of 29.55 (n=7 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004537,CUST0160,265.35,30,Medium,amount_anomaly,amount 265.35 is 3.8 std devs above CUST0160's rolling average of 53.49 (n=15 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000955,CUST0058,280.87,30,Medium,amount_anomaly,amount 280.87 is 3.8 std devs above CUST0058's rolling average of 58.95 (n=7 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002397,CUST0161,219.71,30,Medium,amount_anomaly,amount 219.71 is 4.8 std devs above CUST0161's rolling average of 37.94 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002226,CUST0162,401.57,30,Medium,amount_anomaly,amount 401.57 is 3.6 std devs above CUST0162's rolling average of 80.63 (n=14 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001672,CUST0069,83.53,30,Medium,amount_anomaly,amount 83.53 is 5 std devs above CUST0069's rolling average of 42.58 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004466,CUST0373,82.95,30,Medium,amount_anomaly,amount 82.95 is 3.6 std devs above CUST0373's rolling average of 29.39 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003186,CUST0057,236.2,30,Medium,amount_anomaly,amount 236.2 is 6.5 std devs above CUST0057's rolling average of 34.76 (n=12 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002720,CUST0372,101.49,30,Medium,amount_anomaly,amount 101.49 is 7 std devs above CUST0372's rolling average of 18.25 (n=5 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003847,CUST0169,99.41,30,Medium,amount_anomaly,amount 99.41 is 3.2 std devs above CUST0169's rolling average of 30.62 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003281,CUST0171,304.82,30,Medium,amount_anomaly,amount 304.82 is 24.9 std devs above CUST0171's rolling average of 21.28 (n=5 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001744,CUST0173,328.91,30,Medium,amount_anomaly,amount 328.91 is 3.4 std devs above CUST0173's rolling average of 70.98 (n=10 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004769,CUST0116,292.74,30,Medium,amount_anomaly,amount 292.74 is 6.2 std devs above CUST0116's rolling average of 40.49 (n=6 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000860,CUST0371,314.4,30,Medium,amount_anomaly,amount 314.4 is 16.5 std devs above CUST0371's rolling average of 29.39 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002971,CUST0115,326.83,30,Medium,amount_anomaly,amount 326.83 is 4.7 std devs above CUST0115's rolling average of 56.95 (n=9 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001200,CUST0178,369.05,30,Medium,amount_anomaly,amount 369.05 is 4.9 std devs above CUST0178's rolling average of 68.12 (n=7 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004105,CUST0182,387.76,30,Medium,amount_anomaly,amount 387.76 is 16.2 std devs above CUST0182's rolling average of 36.48 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003300,CUST0393,208.88,30,Medium,amount_anomaly,amount 208.88 is 4.6 std devs above CUST0393's rolling average of 55.34 (n=5 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001064,CUST0183,221.29,30,Medium,amount_anomaly,amount 221.29 is 6.1 std devs above CUST0183's rolling average of 46.8 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000230,CUST0184,171.29,30,Medium,amount_anomaly,amount 171.29 is 6.5 std devs above CUST0184's rolling average of 33.75 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000264,CUST0188,124.7,30,Medium,amount_anomaly,amount 124.7 is 3.3 std devs above CUST0188's rolling average of 36.12 (n=6 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001755,CUST0188,361.89,30,Medium,amount_anomaly,amount 361.89 is 8.3 std devs above CUST0188's rolling average of 42.57 (n=9 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003768,CUST0190,310.8,30,Medium,amount_anomaly,amount 310.8 is 5.4 std devs above CUST0190's rolling average of 46.51 (n=5 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001015,CUST0192,178.69,30,Medium,amount_anomaly,amount 178.69 is 8 std devs above CUST0192's rolling average of 33.98 (n=6 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004429,CUST0368,362.63,30,Medium,amount_anomaly,amount 362.63 is 6.2 std devs above CUST0368's rolling average of 75.06 (n=7 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001393,CUST0367,144.32,30,Medium,amount_anomaly,amount 144.32 is 8.2 std devs above CUST0367's rolling average of 23.83 (n=6 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001250,CUST0192,58.43,30,Medium,amount_anomaly,amount 58.43 is 3.3 std devs above CUST0192's rolling average of 23.59 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003087,CUST0193,309.28,30,Medium,amount_anomaly,amount 309.28 is 15.6 std devs above CUST0193's rolling average of 24.82 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004327,CUST0393,356.57,30,Medium,amount_anomaly,amount 356.57 is 4.4 std devs above CUST0393's rolling average of 84.98 (n=11 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000225,CUST0114,275.12,30,Medium,amount_anomaly,amount 275.12 is 3.2 std devs above CUST0114's rolling average of 56.1 (n=15 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004081,CUST0089,277.74,30,Medium,amount_anomaly,amount 277.74 is 3.4 std devs above CUST0089's rolling average of 68.26 (n=5 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001260,CUST0203,272.71,30,Medium,amount_anomaly,amount 272.71 is 35.1 std devs above CUST0203's rolling average of 25.26 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000434,CUST0365,182.01,30,Medium,amount_anomaly,amount 182.01 is 3.5 std devs above CUST0365's rolling average of 37.43 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000358,CUST0114,198.49,30,Medium,amount_anomaly,amount 198.49 is 18.3 std devs above CUST0114's rolling average of 15.52 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000575,CUST0209,297.67,30,Medium,amount_anomaly,amount 297.67 is 3.7 std devs above CUST0209's rolling average of 75.32 (n=5 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001893,CUST0213,227.91,30,Medium,amount_anomaly,amount 227.91 is 3.1 std devs above CUST0213's rolling average of 55.75 (n=11 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003301,CUST0009,148.67,30,Medium,amount_anomaly,amount 148.67 is 3.8 std devs above CUST0009's rolling average of 41.84 (n=11 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000223,CUST0009,262.88,30,Medium,amount_anomaly,amount 262.88 is 5.4 std devs above CUST0009's rolling average of 49.44 (n=13 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004610,CUST0215,370.59,30,Medium,amount_anomaly,amount 370.59 is 7.5 std devs above CUST0215's rolling average of 37.13 (n=7 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000990,CUST0045,391.54,30,Medium,amount_anomaly,amount 391.54 is 19.6 std devs above CUST0045's rolling average of 31.17 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001500,CUST0364,225.78,30,Medium,amount_anomaly,amount 225.78 is 7.4 std devs above CUST0364's rolling average of 30.76 (n=6 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001957,CUST0394,387.96,30,Medium,amount_anomaly,amount 387.96 is 4.9 std devs above CUST0394's rolling average of 57.14 (n=10 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003226,CUST0216,342.23,30,Medium,amount_anomaly,amount 342.23 is 6.7 std devs above CUST0216's rolling average of 38.45 (n=6 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000340,CUST0044,304.42,30,Medium,amount_anomaly,amount 304.42 is 5 std devs above CUST0044's rolling average of 69.26 (n=7 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001975,CUST0363,385.0,30,Medium,amount_anomaly,amount 385 is 3 std devs above CUST0363's rolling average of 106.23 (n=22 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001802,CUST0389,229.1,30,Medium,amount_anomaly,amount 229.1 is 6.5 std devs above CUST0389's rolling average of 28.02 (n=6 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000631,CUST0222,185.1,30,Medium,amount_anomaly,amount 185.1 is 3.3 std devs above CUST0222's rolling average of 41.73 (n=7 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004543,CUST0224,368.67,30,Medium,amount_anomaly,amount 368.67 is 5.2 std devs above CUST0224's rolling average of 60.66 (n=9 prior txns),2026-09-17 07:13:11.327262 UTC
TXN003904,CUST0227,365.03,30,Medium,amount_anomaly,amount 365.03 is 4.7 std devs above CUST0227's rolling average of 59.32 (n=9 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001912,CUST0230,342.81,30,Medium,amount_anomaly,amount 342.81 is 4.3 std devs above CUST0230's rolling average of 88.94 (n=6 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002322,CUST0360,331.78,30,Medium,amount_anomaly,amount 331.78 is 4.6 std devs above CUST0360's rolling average of 53.64 (n=12 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002161,CUST0360,184.03,30,Medium,amount_anomaly,amount 184.03 is 14.7 std devs above CUST0360's rolling average of 30.2 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004519,CUST0231,373.04,30,Medium,amount_anomaly,amount 373.04 is 9.3 std devs above CUST0231's rolling average of 45.86 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004785,CUST0359,369.96,30,Medium,amount_anomaly,amount 369.96 is 6 std devs above CUST0359's rolling average of 64.6 (n=11 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000865,CUST0040,335.13,30,Medium,amount_anomaly,amount 335.13 is 6 std devs above CUST0040's rolling average of 62.79 (n=6 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002178,CUST0235,398.86,30,Medium,amount_anomaly,amount 398.86 is 3.2 std devs above CUST0235's rolling average of 99.91 (n=10 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001857,CUST0111,351.53,30,Medium,amount_anomaly,amount 351.53 is 9 std devs above CUST0111's rolling average of 107.5 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002073,CUST0079,119.14,30,Medium,amount_anomaly,amount 119.14 is 6.1 std devs above CUST0079's rolling average of 34.33 (n=9 prior txns),2026-09-17 07:13:11.327262 UTC
TXN001056,CUST0010,215.51,30,Medium,amount_anomaly,amount 215.51 is 11.1 std devs above CUST0010's rolling average of 37.88 (n=6 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004244,CUST0241,229.42,30,Medium,amount_anomaly,amount 229.42 is 3.7 std devs above CUST0241's rolling average of 41.69 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004002,CUST0395,255.69,30,Medium,amount_anomaly,amount 255.69 is 3.2 std devs above CUST0395's rolling average of 59.75 (n=4 prior txns),2026-09-17 07:13:11.327262 UTC
TXN000455,CUST0245,290.98,30,Medium,amount_anomaly,amount 290.98 is 4.3 std devs above CUST0245's rolling average of 53.42 (n=11 prior txns),2026-09-17 07:13:11.327262 UTC
TXN004992,CUST0250,334.03,30,Medium,amount_anomaly,amount 334.03 is 6.2 std devs above CUST0250's rolling average of 54.04 (n=5 prior txns),2026-09-17 07:13:11.327262 UTC
TXN002401,CUST0253,242.21,30,Medium,amount_anomaly,amount 242.21 is 7.5 std devs above CUST0253's rolling average of 39.09 (n=8 prior txns),2026-09-17 07:13:11.327262 UTC
